flow_display,label,start_ts,eval_n,duration_s,total_pkts,total_bytes,pkts_up,mean_pkt_sz,std_pkt_sz,min_pkt_sz,max_pkt_sz,mean_pkt_sz_up,std_iat,mean_iat_up,std_iat_up,std_iat_down,byte_ratio_up,pkt_ratio_up,seq_size_00,seq_size_01,seq_size_02,seq_size_03,seq_size_04,seq_size_05,seq_size_06,seq_size_07,seq_size_08,seq_size_09,seq_size_10,seq_size_11,seq_size_12,seq_size_13,seq_size_14,seq_size_15,seq_size_16,seq_size_17,seq_size_18,seq_size_19,seq_dir_00,seq_dir_01,seq_dir_02,seq_dir_03,seq_dir_04,seq_dir_05,seq_dir_06,seq_dir_07,seq_dir_08,seq_dir_09,seq_dir_10,seq_dir_11,seq_dir_12,seq_dir_13,seq_dir_14,seq_dir_15,seq_dir_16,seq_dir_17,seq_dir_18,seq_dir_19,seq_iat_00,seq_iat_01,seq_iat_02,seq_iat_03,seq_iat_04,seq_iat_05,seq_iat_06,seq_iat_07,seq_iat_08,seq_iat_09,seq_iat_10,seq_iat_11,seq_iat_12,seq_iat_13,seq_iat_14,seq_iat_15,seq_iat_16,seq_iat_17,seq_iat_18,seq_iat_19,tls_up_00,tls_up_01,tls_up_02,tls_up_03,tls_up_04,tls_up_05,tls_up_06,tls_up_07,tls_up_08,tls_up_09,tls_up_10,tls_up_11,tls_up_12,tls_up_13,tls_up_14,tls_up_15,tls_up_16,tls_up_17,tls_up_18,tls_up_19,tls_down_00,tls_down_01,tls_down_02,tls_down_03,tls_down_04,tls_down_05,tls_down_06,tls_down_07,tls_down_08,tls_down_09,tls_down_10,tls_down_11,tls_down_12,tls_down_13,tls_down_14,tls_down_15,tls_down_16,tls_down_17,tls_down_18,tls_down_19
10.11.0.30:58434 → 10.11.0.5:8441,2,1782734089.562198,n3,0.006903171539306641,3,3015,1,1005,1248.4089874716537,80,2425,80,0.00042838056826472696,0,0,0,0.026533996683250415,0.3333333333333333,2425,80,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010650157928466797,0.0004591941833496094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:58434 → 10.11.0.5:8441,2,1782734089.562198,n5,0.00702214241027832,5,3901,3,780.2,968.925022899089,80,2425,322,0.00047517387056932416,0.00028908252716064453,0.00031104374201039795,0,0.24762881312483978,0.6,2425,80,510,803,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010650157928466797,0.0004591941833496094,0.00004982948303222656,0.00006914138793945313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,798,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:47942 → 10.11.0.5:8440,1,1782734089.586997,n3,0.003443002700805664,3,2856,2,952,1282.8316335357497,80,2425,215.5,0.0002560842515521921,0.00019693374633789063,0,0,0.15091036414565825,0.6666666666666666,2425,80,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005590915679931641,0.00019693374633789063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:47942 → 10.11.0.5:8440,1,1782734089.586997,n5,0.003489971160888672,5,3449,3,689.8,987.1796695637527,80,2425,171.33333333333334,0.00025281252289572985,0.00012195110321044922,0.00010604147085340939,0,0.14902870397216583,0.6,2425,80,351,510,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005590915679931641,0.00019693374633789063,0.00003886222839355469,0.000008106231689453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,346,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:55528 → 10.11.0.5:8443,4,1782734093.076005,n3,0.005713939666748047,3,3316,2,1105.3333333333333,1199.8876336279716,80,2425,445.5,0.00033650043851097796,0.0002880096435546875,0,0,0.2686972255729795,0.6666666666666666,2425,80,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007638931274414063,0.0002880096435546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:55528 → 10.11.0.5:8443,4,1782734093.076005,n5,0.005769968032836914,5,3909,3,781.8,968.978689136144,80,2425,324.6666666666667,0.00034697848952513685,0.00017201900482177734,0.00016403553440439957,0,0.24916858531593758,0.6,2425,80,811,510,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007638931274414063,0.0002880096435546875,0.000025987625122070313,0.000030040740966796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,806,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:58434 → 10.11.0.5:8441,2,1782734089.562198,n8,3.525524139404297,8,4680,5,585,789.991139190814,80,2425,313.6,1.3225404918947221,0.879770040512085,1.7591200002051477,0.010576667340111836,0.335042735042735,0.625,2425,80,510,803,83,177,519,83,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010650157928466797,0.0004591941833496094,0.00004982948303222656,0.00006914138793945313,0.016362905502319336,3.502087116241455,0.000051975250244140625,0,0,0,0,0,0,0,0,0,0,0,0,69,798,78,514,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,172,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:42486 → 10.11.0.5:8441,2,1782734089.61859,n3,3.4815988540649414,3,12576,0,4192,2639.645430734969,2668,7240,0,2.4618176520086057,0,0,2.4618176520086057,-0,0,2668,7240,2668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4815568923950195,0.0000209808349609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9903,9903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:55528 → 10.11.0.5:8443,4,1782734093.076005,n8,2.8376729488372803,8,4651,5,581.375,786.4209954870591,80,2425,307.8,1.06815387877121,0.7080617547035217,1.4158342318946255,0.002621365389983565,0.33089658138034833,0.625,2425,80,811,510,83,177,406,159,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007638931274414063,0.0002880096435546875,0.000025987625122070313,0.000030040740966796875,0.0047550201416015625,2.8270580768585205,0.00008988380432128906,0,0,0,0,0,0,0,0,0,0,0,0,69,806,78,401,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,172,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:48220 → 10.11.0.5:8443,4,1782734093.091497,n3,4.579574108123779,3,15954,0,5318,3329.001652147382,1474,7240,0,3.238192104373231,0,0,3.238192104373231,-0,0,1474,7240,7240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.579522132873535,0.000026941299438476563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:48220 → 10.11.0.5:8443,4,1782734093.091497,n5,4.579584121704102,5,30434,0,6086.8,3292.834523628541,1474,10136,0,2.289754907314017,0,0,2.289754907314017,-0,0,1474,7240,7240,10136,4344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.579522132873535,0.000026941299438476563,0.0000069141387939453125,0.0000030994415283203125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15949,16401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:58434 → 10.11.0.5:8441,2,1782734089.562198,n10,9.538429975509644,10,4881,5,488.1,726.9335060528041,24,2425,313.6,2.1880598238649105,0.879770040512085,1.7591200002051477,2.9264079926317055,0.3212456463839377,0.5,2425,80,510,803,83,177,519,83,177,24,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0.0010650157928466797,0.0004591941833496094,0.00004982948303222656,0.00006914138793945313,0.016362905502319336,3.502087116241455,0.000051975250244140625,0.0017800331115722656,6.011125802993774,0,0,0,0,0,0,0,0,0,0,69,798,78,514,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,172,172,19,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:55528 → 10.11.0.5:8443,4,1782734093.076005,n10,8.852109909057617,10,4852,5,485.2,723.4865889872767,24,2425,307.8,2.1037736039997608,0.7080617547035217,1.4158342318946255,2.861492849243835,0.31718878812860674,0.5,2425,80,811,510,83,177,406,159,177,24,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0.0007638931274414063,0.0002880096435546875,0.000025987625122070313,0.000030040740966796875,0.0047550201416015625,2.8270580768585205,0.00008988380432128906,0.00510406494140625,6.009332895278931,0,0,0,0,0,0,0,0,0,0,69,806,78,401,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,172,172,19,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:38182 → 10.11.0.5:8441,2,1782734105.211006,n3,0.005730152130126953,3,3163,2,1054.3333333333333,1221.70632041147,80,2425,369,0.00032183333522918685,0.0003349781036376953,0,0,0.233322794815049,0.6666666666666666,2425,80,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007901191711425781,0.0003349781036376953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:38182 → 10.11.0.5:8441,2,1782734105.211006,n5,0.005797147750854492,5,3756,3,751.2,970.2410525225163,80,2425,273.6666666666667,0.00035756465565127854,0.0002009868621826172,0.00018949223090497958,0,0.2185835995740149,0.6,2425,80,658,510,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007901191711425781,0.0003349781036376953,0.000026941299438476563,0.0000400543212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,653,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:55182 → 10.11.0.5:8440,1,1782734105.222091,n3,0.004575967788696289,3,3172,2,1057.3333333333333,1220.2566669899138,80,2425,373.5,0.0002849126959336437,0.0003910064697265625,0,0,0.23549810844892813,0.6666666666666666,2425,80,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007939338684082031,0.0003910064697265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:55182 → 10.11.0.5:8440,1,1782734105.222091,n5,0.004662036895751953,5,3765,3,753,970.0332468529107,80,2425,276.6666666666667,0.0003579654888083922,0.00023853778839111328,0.00021562327698173387,0,0.2204515272244356,0.6,2425,80,667,510,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007939338684082031,0.0003910064697265625,0.00006914138793945313,0.000016927719116210938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,662,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:47714 → 10.11.0.5:8440,1,1782734060.710108,n3,44.524718046188354,3,2350,0,783.3333333333334,522.5019936166113,180,1085,0,9.367016541559458,0,0,9.367016541559458,-0,0,180,1085,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.88583993911743,15.638878107070923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,1080,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:42486 → 10.11.0.5:8441,2,1782734089.61859,n5,15.629156827926636,5,22484,0,4496.8,2504.1875329136196,2668,7240,0,5.733419570699146,0,0,5.733419570699146,-0,0,2668,7240,2668,7240,2668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4815568923950195,0.0000209808349609375,12.147531986236572,0.000025987625122070313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9903,9903,9903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:33400 → 10.11.0.5:8442,3,1782734107.513741,n3,0.007174015045166016,3,3015,1,1005,1248.4089874716537,80,2425,80,0.0002955337017583889,0,0,0,0.026533996683250415,0.3333333333333333,2425,80,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009219646453857422,0.0005040168762207031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:33400 → 10.11.0.5:8442,3,1782734107.513741,n5,0.007431983947753906,5,4167,3,833.4,963.4413837904203,80,2425,410.6666666666667,0.0003784015758658432,0.0003809928894042969,0.0003904484046049223,0,0.2956563474922006,0.6,2425,80,510,1009,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009219646453857422,0.0005040168762207031,0.00015306472778320313,0.0001049041748046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1004,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:41996 → 10.11.0.5:8442,3,1782734071.234174,n3,36.29747295379639,3,5475,0,1825,2824.9748671448388,194,5087,0,7.989229826004752,0,0,7.989229826004752,-0,0,5087,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.49948787689209,23.797965049743652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12322,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:53044 → 10.11.0.5:8444,5,1782734113.555226,n3,0.004559993743896484,3,2711,2,903.6666666666666,1319.018700903567,80,2425,143,0.00039820342473092683,0.0002570152282714844,0,0,0.10549612689044632,0.6666666666666666,2425,80,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000820159912109375,0.0002570152282714844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:53044 → 10.11.0.5:8444,5,1782734113.555226,n5,0.01152181625366211,5,3650,2,730,962.9514525665352,80,2425,143,0.0032578033364081905,0.0002570152282714844,0,0.004036656562979387,0.07835616438356165,0.4,2425,80,206,510,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000820159912109375,0.0002570152282714844,0.00008797645568847656,0.0068738460540771484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,424,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:37738 → 10.11.0.5:8445,6,1782734148.810863,n3,0.005661964416503906,3,3015,1,1005,1248.4089874716537,80,2425,80,0.0004143878145591101,0,0,0,0.026533996683250415,0.3333333333333333,2425,80,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009620189666748047,0.00037598609924316406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
